,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3
P-0158,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669
P-0159,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.0,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16
P-0160,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.0,0.33333333333333337,0.0,0.8333333333333334,0.16666666666666663
P-0161,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337
P-0162,0.5,0.5,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.5,0.3333333333333333,0.16666666666666669,0.0,0.5,0.5,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,0.5,0.5
P-0164,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0166,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.5,0.0,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0167,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.0,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.5,0.0
P-0168,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.5,0.5,0.0,0.3333333333333333,0.5,0.16666666666666674,0.5,0.5,0.0,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337
P-0170,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5
P-0172,0.0,0.5,0.5,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.0,0.33333333333333337
P-0173,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.8333333333333334,0.0,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0175,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.5,0.33333333333333337,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666674
P-0176,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,0.33333333333333337,0.5,0.0,0.5,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0
P-0178,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0179,0.0,0.5,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.16666666666666666,0.33333333333333337,0.5,0.5,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,1.0,0.0,0.16666666666666666,0.5,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663
P-0181,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17
P-0182,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.0,0.6666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666669
P-0183,0.3333333333333333,0.5,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669
P-0184,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.33333333333333337
P-0185,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669
P-0186,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.5,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0,1.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
P-0187,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0188,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.0,0.5,0.5,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.0,1.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0190,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0192,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5
P-0194,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666666,0.3333333333333333,0.5,0.0,0.8333333333333334,0.16666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669
P-0195,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0196,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0197,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669
P-0198,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.0,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.0,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0199,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.0,0.5,0.5,0.6666666666666666,0.0,0.33333333333333337,0.0,0.5,0.5,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.3333333333333333,0.16666666666666669
P-0200,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.0,0.5,0.5,0.16666666666666666,0.0,0.8333333333333334,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.16666666666666666,0.8333333333333334,0.0
P-0201,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.0,1.0,0.0,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337
P-0202,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.33333333333333337
P-0203,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.0,0.33333333333333337,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0204,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0205,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.3333333333333333,0.5,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0206,0.3333333333333333,0.5,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5
P-0209,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.5,0.16666666666666674,0.5,0.0,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.0,0.6666666666666666,0.33333333333333337,0.5,0.0,0.5,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669
P-0210,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666663,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.0,0.5
P-0211,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.0,0.5,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667
P-0212,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.8333333333333334,0.0,0.16666666666666663,0.0,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.8333333333333334,0.16666666666666663,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,1.0,0.0,0.0
P-0213,0.3333333333333333,0.5,0.16666666666666674,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.3333333333333333,0.5,0.16666666666666674,0.5,0.5,0.0,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,0.8333333333333334,0.16666666666666663,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0214,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,0.8333333333333334,0.16666666666666663,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
